Xvalue,Yvalue,Zvalue,,TPC,PD,Prob,,X90,Y90,Z90,,X80,Y80,Z80,,X70,Y70,Z70,,X60,Y60,Z60
120.5,3199.2,0.8408,,,,,,,,,,120.5,3199.2,0.8408,,,,,,,,
118.2,3219.4,0.8406,,,,,,,,,,118.2,3219.4,0.8406,,,,,,,,
121.7,3192.7,0.8404,,,,,,,,,,121.7,3192.7,0.8404,,,,,,,,
118.9,3209.7,0.8404,,,,,,,,,,118.9,3209.7,0.8404,,,,,,,,
111.8,3406.8,0.8384,,,,,,,,,,111.8,3406.8,0.8384,,,,,,,,
112.6,3359.4,0.8384,,,,,,,,,,112.6,3359.4,0.8384,,,,,,,,
112.3,3375.1,0.8382,,,,,,,,,,112.3,3375.1,0.8382,,,,,,,,
117.2,3227.1,0.838,,,,,,,,,,117.2,3227.1,0.838,,,,,,,,
111.6,3413.1,0.8376,,,,,,,,,,111.6,3413.1,0.8376,,,,,,,,
111,3485,0.8374,,,,,,,,,,111,3485,0.8374,,,,,,,,
114.5,3283.5,0.8368,,,,,,,,,,114.5,3283.5,0.8368,,,,,,,,
114.7,3278.1,0.8368,,,,,,,,,,114.7,3278.1,0.8368,,,,,,,,
116.8,3235.7,0.8366,,,,,,,,,,116.8,3235.7,0.8366,,,,,,,,
110.2,3574.7,0.8364,,,,,,,,,,110.2,3574.7,0.8364,,,,,,,,
111.4,3402.3,0.8358,,,,,,,,,,111.4,3402.3,0.8358,,,,,,,,
113.8,3300.4,0.8358,,,,,,,,,,113.8,3300.4,0.8358,,,,,,,,
113.3,3311.2,0.8348,,,,,,,,,,113.3,3311.2,0.8348,,,,,,,,
111.2,3433.8,0.8346,,,,,,,,,,111.2,3433.8,0.8346,,,,,,,,
123.2,3174.6,0.8344,,,,,,,,,,123.2,3174.6,0.8344,,,,,,,,
121.6,3182.8,0.8344,,,,,,,,,,121.6,3182.8,0.8344,,,,,,,,
116.6,3230.7,0.834,,,,,,,,,,116.6,3230.7,0.834,,,,,,,,
115.1,3256.8,0.834,,,,,,,,,,115.1,3256.8,0.834,,,,,,,,
114.3,3279.7,0.834,,,,,,,,,,114.3,3279.7,0.834,,,,,,,,
111.3,3405,0.8338,,,,,,,,,,111.3,3405,0.8338,,,,,,,,
122.6,3174.9,0.8334,,,,,,,,,,122.6,3174.9,0.8334,,,,,,,,
119,3192.5,0.8334,,,,,,,,,,119,3192.5,0.8334,,,,,,,,
111.4,3384.6,0.8332,,,,,,,,,,111.4,3384.6,0.8332,,,,,,,,
114.2,3279.6,0.8332,,,,,,,,,,114.2,3279.6,0.8332,,,,,,,,
114.2,3272.9,0.8324,,,,,,,,,,114.2,3272.9,0.8324,,,,,,,,
110.8,3440.3,0.8312,,,,,,,,,,110.8,3440.3,0.8312,,,,,,,,
115.4,3243.1,0.8312,,,,,,,,,,115.4,3243.1,0.8312,,,,,,,,
114.5,3265.3,0.8312,,,,,,,,,,114.5,3265.3,0.8312,,,,,,,,
109.4,3681.6,0.831,,,,,,,,,,109.4,3681.6,0.831,,,,,,,,
110,3502.7,0.8308,,,,,,,,,,110,3502.7,0.8308,,,,,,,,
112.1,3337.1,0.8304,,,,,,,,,,112.1,3337.1,0.8304,,,,,,,,
109.2,3763.4,0.8302,,,,,,,,,,109.2,3763.4,0.8302,,,,,,,,
123.5,3162,0.8298,,,,,,,,,,123.5,3162,0.8298,,,,,,,,
116.4,3219.6,0.829,,,,,,,,,,116.4,3219.6,0.829,,,,,,,,
116.1,3221.4,0.829,,,,,,,,,,116.1,3221.4,0.829,,,,,,,,
109.9,3526.5,0.8288,,,,,,,,,,109.9,3526.5,0.8288,,,,,,,,
113.4,3281.8,0.8288,,,,,,,,,,113.4,3281.8,0.8288,,,,,,,,
115.2,3238.2,0.8282,,,,,,,,,,115.2,3238.2,0.8282,,,,,,,,
111.9,3334.6,0.8278,,,,,,,,,,111.9,3334.6,0.8278,,,,,,,,
112.5,3311.6,0.8276,,,,,,,,,,112.5,3311.6,0.8276,,,,,,,,
113.1,3282.6,0.8274,,,,,,,,,,113.1,3282.6,0.8274,,,,,,,,
120.4,3170.6,0.8272,,,,,,,,,,120.4,3170.6,0.8272,,,,,,,,
116.6,3210.7,0.8272,,,,,,,,,,116.6,3210.7,0.8272,,,,,,,,
118.6,3185,0.827,,,,,,,,,,118.6,3185,0.827,,,,,,,,
113,3289.7,0.8268,,,,,,,,,,113,3289.7,0.8268,,,,,,,,
109.5,3574.9,0.8264,,,,,,,,,,109.5,3574.9,0.8264,,,,,,,,
111,3382,0.8264,,,,,,,,,,111,3382,0.8264,,,,,,,,
116.9,3203.7,0.8254,,,,,,,,,,116.9,3203.7,0.8254,,,,,,,,
116.6,3206.7,0.8254,,,,,,,,,,116.6,3206.7,0.8254,,,,,,,,
113.6,3260,0.8254,,,,,,,,,,113.6,3260,0.8254,,,,,,,,
116,3212.1,0.8252,,,,,,,,,,116,3212.1,0.8252,,,,,,,,
108.9,3688.8,0.825,,,,,,,,,,108.9,3688.8,0.825,,,,,,,,
109,3655.3,0.8244,,,,,,,,,,109,3655.3,0.8244,,,,,,,,
109.1,3624.5,0.8238,,,,,,,,,,109.1,3624.5,0.8238,,,,,,,,
116.8,3199,0.8238,,,,,,,,,,116.8,3199,0.8238,,,,,,,,
114.5,3236.1,0.8236,,,,,,,,,,114.5,3236.1,0.8236,,,,,,,,
112.3,3297.7,0.8232,,,,,,,,,,112.3,3297.7,0.8232,,,,,,,,
112.8,3272.7,0.8228,,,,,,,,,,112.8,3272.7,0.8228,,,,,,,,
111.1,3341.5,0.8224,,,,,,,,,,111.1,3341.5,0.8224,,,,,,,,
114.5,3236.1,0.8224,,,,,,,,,,114.5,3236.1,0.8224,,,,,,,,
122.4,3150.4,0.822,,,,,,,,,,122.4,3150.4,0.822,,,,,,,,
128.4,3135.3,0.8212,,,,,,,,,,128.4,3135.3,0.8212,,,,,,,,
124.3,3143.3,0.8212,,,,,,,,,,124.3,3143.3,0.8212,,,,,,,,
110.3,3383.1,0.821,,,,,,,,,,110.3,3383.1,0.821,,,,,,,,
111.2,3327.1,0.821,,,,,,,,,,111.2,3327.1,0.821,,,,,,,,
108.9,3602.9,0.8204,,,,,,,,,,108.9,3602.9,0.8204,,,,,,,,
114.2,3232.8,0.8202,,,,,,,,,,114.2,3232.8,0.8202,,,,,,,,
119.6,3157.6,0.8198,,,,,,,,,,119.6,3157.6,0.8198,,,,,,,,
118.7,3164.1,0.8196,,,,,,,,,,118.7,3164.1,0.8196,,,,,,,,
112.6,3272.7,0.8196,,,,,,,,,,112.6,3272.7,0.8196,,,,,,,,
110,3404.1,0.8194,,,,,,,,,,110,3404.1,0.8194,,,,,,,,
110.1,3388.5,0.8192,,,,,,,,,,110.1,3388.5,0.8192,,,,,,,,
110.5,3354.7,0.819,,,,,,,,,,110.5,3354.7,0.819,,,,,,,,
111.4,3307.4,0.8182,,,,,,,,,,111.4,3307.4,0.8182,,,,,,,,
108.3,3795.9,0.8178,,,,,,,,,,108.3,3795.9,0.8178,,,,,,,,
115.4,3201.1,0.8168,,,,,,,,,,115.4,3201.1,0.8168,,,,,,,,
116.7,3187.1,0.8166,,,,,,,,,,116.7,3187.1,0.8166,,,,,,,,
118.7,3158.3,0.8164,,,,,,,,,,118.7,3158.3,0.8164,,,,,,,,
113.9,3221.8,0.8162,,,,,,,,,,113.9,3221.8,0.8162,,,,,,,,
127.2,3123.9,0.816,,,,,,,,,,127.2,3123.9,0.816,,,,,,,,
121.1,3144.3,0.8158,,,,,,,,,,121.1,3144.3,0.8158,,,,,,,,
119.8,3149.1,0.8158,,,,,,,,,,119.8,3149.1,0.8158,,,,,,,,
111.8,3277.2,0.8156,,,,,,,,,,111.8,3277.2,0.8156,,,,,,,,
110.7,3318.1,0.8152,,,,,,,,,,110.7,3318.1,0.8152,,,,,,,,
112.7,3250.9,0.8148,,,,,,,,,,112.7,3250.9,0.8148,,,,,,,,
112.6,3249.2,0.8142,,,,,,,,,,112.6,3249.2,0.8142,,,,,,,,
117.2,3171.1,0.814,,,,,,,,,,117.2,3171.1,0.814,,,,,,,,
121.8,3136.1,0.8128,,,,,,,,,,121.8,3136.1,0.8128,,,,,,,,
109.7,3381.4,0.8128,,,,,,,,,,109.7,3381.4,0.8128,,,,,,,,
109.9,3359.6,0.812,,,,,,,,,,109.9,3359.6,0.812,,,,,,,,
114.9,3196.2,0.812,,,,,,,,,,114.9,3196.2,0.812,,,,,,,,
118.8,3145.9,0.8118,,,,,,,,,,118.8,3145.9,0.8118,,,,,,,,
110,3325,0.8092,,,,,,,,,,110,3325,0.8092,,,,,,,,
111.7,3254.1,0.8088,,,,,,,,,,111.7,3254.1,0.8088,,,,,,,,
117.8,3148.6,0.8084,,,,,,,,,,117.8,3148.6,0.8084,,,,,,,,
114.3,3192,0.8072,,,,,,,,,,114.3,3192,0.8072,,,,,,,,
107.6,3797.2,0.8068,,,,,,,,,,107.6,3797.2,0.8068,,,,,,,,
123.2,3116.8,0.8068,,,,,,,,,,123.2,3116.8,0.8068,,,,,,,,
114.2,3191.3,0.8068,,,,,,,,,,114.2,3191.3,0.8068,,,,,,,,
107.7,3759.3,0.8066,,,,,,,,,,107.7,3759.3,0.8066,,,,,,,,
114.9,3184.5,0.8066,,,,,,,,,,114.9,3184.5,0.8066,,,,,,,,
117.3,3149.8,0.8064,,,,,,,,,,117.3,3149.8,0.8064,,,,,,,,
117.2,3151,0.806,,,,,,,,,,117.2,3151,0.806,,,,,,,,
110.3,3297.6,0.806,,,,,,,,,,110.3,3297.6,0.806,,,,,,,,
109.5,3346.4,0.8056,,,,,,,,,,109.5,3346.4,0.8056,,,,,,,,
108.1,3537.3,0.805,,,,,,,,,,108.1,3537.3,0.805,,,,,,,,
109.6,3328.6,0.8048,,,,,,,,,,109.6,3328.6,0.8048,,,,,,,,
118.7,3132.5,0.8046,,,,,,,,,,118.7,3132.5,0.8046,,,,,,,,
108.3,3497.2,0.8044,,,,,,,,,,108.3,3497.2,0.8044,,,,,,,,
125.7,3104.6,0.8024,,,,,,,,,,125.7,3104.6,0.8024,,,,,,,,
107.7,3593.7,0.8018,,,,,,,,,,107.7,3593.7,0.8018,,,,,,,,
110.7,3256.1,0.801,,,,,,,,,,110.7,3256.1,0.801,,,,,,,,
108.6,3412.6,0.8006,,,,,,,,,,108.6,3412.6,0.8006,,,,,,,,
119.4,3119.6,0.8002,,,,,,,,,,119.4,3119.6,0.8002,,,,,,,,
107.7,3583.3,0.7998,,,,,,,,,,,,,,107.7,3583.3,0.7998,,,,
114.5,3172.7,0.7996,,,,,,,,,,,,,,114.5,3172.7,0.7996,,,,
114.9,3163.2,0.7988,,,,,,,,,,,,,,114.9,3163.2,0.7988,,,,
124.2,3101.7,0.7984,,,,,,,,,,,,,,124.2,3101.7,0.7984,,,,
110.2,3268.6,0.7984,,,,,,,,,,,,,,110.2,3268.6,0.7984,,,,
108.4,3423.8,0.7978,,,,,,,,,,,,,,108.4,3423.8,0.7978,,,,
112.4,3192.2,0.7946,,,,,,,,,,,,,,112.4,3192.2,0.7946,,,,
108.1,3421.9,0.7944,,,,,,,,,,,,,,108.1,3421.9,0.7944,,,,
108.1,3405.1,0.7942,,,,,,,,,,,,,,108.1,3405.1,0.7942,,,,
112.7,3185.6,0.7934,,,,,,,,,,,,,,112.7,3185.6,0.7934,,,,
108.6,3351.8,0.7932,,,,,,,,,,,,,,108.6,3351.8,0.7932,,,,
109.7,3268.9,0.7932,,,,,,,,,,,,,,109.7,3268.9,0.7932,,,,
108.9,3317.5,0.7928,,,,,,,,,,,,,,108.9,3317.5,0.7928,,,,
108.5,3346,0.7922,,,,,,,,,,,,,,108.5,3346,0.7922,,,,
111.2,3210.2,0.7922,,,,,,,,,,,,,,111.2,3210.2,0.7922,,,,
125.4,3087.3,0.7916,,,,,,,,,,,,,,125.4,3087.3,0.7916,,,,
127.1,3083.4,0.791,,,,,,,,,,,,,,127.1,3083.4,0.791,,,,
111.1,3208.3,0.7908,,,,,,,,,,,,,,111.1,3208.3,0.7908,,,,
110.6,3221.2,0.7908,,,,,,,,,,,,,,110.6,3221.2,0.7908,,,,
113.5,3161.1,0.7906,,,,,,,,,,,,,,113.5,3161.1,0.7906,,,,
106.9,3651.9,0.79,,,,,,,,,,,,,,106.9,3651.9,0.79,,,,
106.8,3716.7,0.7894,,,,,,,,,,,,,,106.8,3716.7,0.7894,,,,
110.3,3225.1,0.7894,,,,,,,,,,,,,,110.3,3225.1,0.7894,,,,
108.3,3335.7,0.7886,,,,,,,,,,,,,,108.3,3335.7,0.7886,,,,
113.2,3159.2,0.788,,,,,,,,,,,,,,113.2,3159.2,0.788,,,,
109.2,3268.1,0.7874,,,,,,,,,,,,,,109.2,3268.1,0.7874,,,,
113.1,3157.5,0.7868,,,,,,,,,,,,,,113.1,3157.5,0.7868,,,,
125.8,3075.9,0.7866,,,,,,,,,,,,,,125.8,3075.9,0.7866,,,,
108.2,3330.5,0.7862,,,,,,,,,,,,,,108.2,3330.5,0.7862,,,,
106.9,3537.1,0.7844,,,,,,,,,,,,,,106.9,3537.1,0.7844,,,,
107.3,3461.6,0.7844,,,,,,,,,,,,,,107.3,3461.6,0.7844,,,,
108.9,3274.6,0.7844,,,,,,,,,,,,,,108.9,3274.6,0.7844,,,,
106.8,3588.8,0.784,,,,,,,,,,,,,,106.8,3588.8,0.784,,,,
112.2,3167.6,0.784,,,,,,,,,,,,,,112.2,3167.6,0.784,,,,
126.2,3069.1,0.7836,,,,,,,,,,,,,,126.2,3069.1,0.7836,,,,
107.1,3485.6,0.7836,,,,,,,,,,,,,,107.1,3485.6,0.7836,,,,
107.2,3456.8,0.7834,,,,,,,,,,,,,,107.2,3456.8,0.7834,,,,
111,3188,0.7822,,,,,,,,,,,,,,111,3188,0.7822,,,,
110.5,3198.5,0.7822,,,,,,,,,,,,,,110.5,3198.5,0.7822,,,,
110,3209.6,0.782,,,,,,,,,,,,,,110,3209.6,0.782,,,,
114,3134.3,0.7816,,,,,,,,,,,,,,114,3134.3,0.7816,,,,
118.3,3092.6,0.7812,,,,,,,,,,,,,,118.3,3092.6,0.7812,,,,
117.9,3093.9,0.7808,,,,,,,,,,,,,,117.9,3093.9,0.7808,,,,
109.1,3245.3,0.7804,,,,,,,,,,,,,,109.1,3245.3,0.7804,,,,
109.9,3208.2,0.7804,,,,,,,,,,,,,,109.9,3208.2,0.7804,,,,
107.5,3374.2,0.7802,,,,,,,,,,,,,,107.5,3374.2,0.7802,,,,
111.1,3180,0.78,,,,,,,,,,,,,,111.1,3180,0.78,,,,
106.6,3551.2,0.7796,,,,,,,,,,,,,,106.6,3551.2,0.7796,,,,
118.6,3087.8,0.7796,,,,,,,,,,,,,,118.6,3087.8,0.7796,,,,
108.2,3293.9,0.7794,,,,,,,,,,,,,,108.2,3293.9,0.7794,,,,
107.6,3341.9,0.7788,,,,,,,,,,,,,,107.6,3341.9,0.7788,,,,
108.8,3256.2,0.7788,,,,,,,,,,,,,,108.8,3256.2,0.7788,,,,
121.5,3070.5,0.7784,,,,,,,,,,,,,,121.5,3070.5,0.7784,,,,
109.2,3233.1,0.778,,,,,,,,,,,,,,109.2,3233.1,0.778,,,,
115.5,3109.9,0.7778,,,,,,,,,,,,,,115.5,3109.9,0.7778,,,,
106.7,3492.1,0.7776,,,,,,,,,,,,,,106.7,3492.1,0.7776,,,,
107.5,3348.2,0.7776,,,,,,,,,,,,,,107.5,3348.2,0.7776,,,,
113.1,3135.4,0.7772,,,,,,,,,,,,,,113.1,3135.4,0.7772,,,,
108.3,3275.5,0.7766,,,,,,,,,,,,,,108.3,3275.5,0.7766,,,,
112,3152.7,0.7766,,,,,,,,,,,,,,112,3152.7,0.7766,,,,
106.1,3754.8,0.7764,,,,,,,,,,,,,,106.1,3754.8,0.7764,,,,
112.7,3137.9,0.7756,,,,,,,,,,,,,,112.7,3137.9,0.7756,,,,
108.4,3258.6,0.7752,,,,,,,,,,,,,,108.4,3258.6,0.7752,,,,
113.9,3119.7,0.775,,,,,,,,,,,,,,113.9,3119.7,0.775,,,,
110.2,3184.7,0.7744,,,,,,,,,,,,,,110.2,3184.7,0.7744,,,,
134.6,3049.4,0.7738,,,,,,,,,,,,,,134.6,3049.4,0.7738,,,,
114.5,3112.7,0.7734,,,,,,,,,,,,,,114.5,3112.7,0.7734,,,,
112.8,3126.8,0.7734,,,,,,,,,,,,,,112.8,3126.8,0.7734,,,,
114.4,3113.3,0.7732,,,,,,,,,,,,,,114.4,3113.3,0.7732,,,,
108.4,3252,0.7732,,,,,,,,,,,,,,108.4,3252,0.7732,,,,
113.2,3122.2,0.7728,,,,,,,,,,,,,,113.2,3122.2,0.7728,,,,
116.7,3092.1,0.7724,,,,,,,,,,,,,,116.7,3092.1,0.7724,,,,
116.6,3090.6,0.7718,,,,,,,,,,,,,,116.6,3090.6,0.7718,,,,
108.9,3217.3,0.7712,,,,,,,,,,,,,,108.9,3217.3,0.7712,,,,
110.8,3158.6,0.7708,,,,,,,,,,,,,,110.8,3158.6,0.7708,,,,
115.7,3097.3,0.77,,,,,,,,,,,,,,115.7,3097.3,0.77,,,,
118.9,3065.7,0.7698,,,,,,,,,,,,,,118.9,3065.7,0.7698,,,,
114.3,3106.2,0.7698,,,,,,,,,,,,,,114.3,3106.2,0.7698,,,,
111.4,3143.5,0.7698,,,,,,,,,,,,,,111.4,3143.5,0.7698,,,,
107.3,3311.9,0.7696,,,,,,,,,,,,,,107.3,3311.9,0.7696,,,,
109.7,3183.1,0.7692,,,,,,,,,,,,,,109.7,3183.1,0.7692,,,,
115.4,3095.4,0.7684,,,,,,,,,,,,,,115.4,3095.4,0.7684,,,,
106.4,3441.6,0.7678,,,,,,,,,,,,,,106.4,3441.6,0.7678,,,,
114.4,3104.1,0.7678,,,,,,,,,,,,,,114.4,3104.1,0.7678,,,,
106.7,3385.7,0.7676,,,,,,,,,,,,,,106.7,3385.7,0.7676,,,,
109,3198.3,0.767,,,,,,,,,,,,,,109,3198.3,0.767,,,,
108.8,3203.8,0.7662,,,,,,,,,,,,,,108.8,3203.8,0.7662,,,,
107.8,3254.9,0.766,,,,,,,,,,,,,,107.8,3254.9,0.766,,,,
109,3195.7,0.7658,,,,,,,,,,,,,,109,3195.7,0.7658,,,,
115.2,3092.4,0.7656,,,,,,,,,,,,,,115.2,3092.4,0.7656,,,,
105.7,3636.8,0.7652,,,,,,,,,,,,,,105.7,3636.8,0.7652,,,,
118.2,3062.2,0.7648,,,,,,,,,,,,,,118.2,3062.2,0.7648,,,,
108.5,3214.5,0.7648,,,,,,,,,,,,,,108.5,3214.5,0.7648,,,,
105.8,3595.6,0.7646,,,,,,,,,,,,,,105.8,3595.6,0.7646,,,,
105.9,3538,0.7644,,,,,,,,,,,,,,105.9,3538,0.7644,,,,
116,3077.8,0.764,,,,,,,,,,,,,,116,3077.8,0.764,,,,
109.6,3168.8,0.763,,,,,,,,,,,,,,109.6,3168.8,0.763,,,,
106.1,3440.9,0.7622,,,,,,,,,,,,,,106.1,3440.9,0.7622,,,,
106.6,3344.5,0.762,,,,,,,,,,,,,,106.6,3344.5,0.762,,,,
107.8,3237.2,0.7618,,,,,,,,,,,,,,107.8,3237.2,0.7618,,,,
105.2,3797.1,0.7614,,,,,,,,,,,,,,105.2,3797.1,0.7614,,,,
107.2,3277,0.7614,,,,,,,,,,,,,,107.2,3277,0.7614,,,,
128.7,3034.1,0.761,,,,,,,,,,,,,,128.7,3034.1,0.761,,,,
107.9,3224.5,0.7604,,,,,,,,,,,,,,107.9,3224.5,0.7604,,,,
118.4,3053.2,0.7598,,,,,,,,,,,,,,118.4,3053.2,0.7598,,,,
113.5,3094.1,0.7596,,,,,,,,,,,,,,113.5,3094.1,0.7596,,,,
118.3,3052,0.7588,,,,,,,,,,,,,,118.3,3052,0.7588,,,,
107.1,3263.1,0.7586,,,,,,,,,,,,,,107.1,3263.1,0.7586,,,,
117,3059.1,0.7582,,,,,,,,,,,,,,117,3059.1,0.7582,,,,
108.1,3202.1,0.7576,,,,,,,,,,,,,,108.1,3202.1,0.7576,,,,
117,3058.3,0.7574,,,,,,,,,,,,,,117,3058.3,0.7574,,,,
104.9,3794.4,0.757,,,,,,,,,,,,,,104.9,3794.4,0.757,,,,
107.7,3219.5,0.757,,,,,,,,,,,,,,107.7,3219.5,0.757,,,,
108.5,3187.7,0.7566,,,,,,,,,,,,,,108.5,3187.7,0.7566,,,,
104.9,3831.9,0.7564,,,,,,,,,,,,,,104.9,3831.9,0.7564,,,,
106.2,3360.2,0.7564,,,,,,,,,,,,,,106.2,3360.2,0.7564,,,,
107.7,3213.9,0.756,,,,,,,,,,,,,,107.7,3213.9,0.756,,,,
115.1,3069.5,0.7558,,,,,,,,,,,,,,115.1,3069.5,0.7558,,,,
119.3,3043.6,0.7556,,,,,,,,,,,,,,119.3,3043.6,0.7556,,,,
111.7,3105.4,0.7552,,,,,,,,,,,,,,111.7,3105.4,0.7552,,,,
111,3115.6,0.755,,,,,,,,,,,,,,111,3115.6,0.755,,,,
106.8,3271.1,0.754,,,,,,,,,,,,,,106.8,3271.1,0.754,,,,
107.5,3216.2,0.7536,,,,,,,,,,,,,,107.5,3216.2,0.7536,,,,
117.6,3047.1,0.7534,,,,,,,,,,,,,,117.6,3047.1,0.7534,,,,
129.5,3018.8,0.7532,,,,,,,,,,,,,,129.5,3018.8,0.7532,,,,
104.9,3680.4,0.7532,,,,,,,,,,,,,,104.9,3680.4,0.7532,,,,
114.5,3069.1,0.7524,,,,,,,,,,,,,,114.5,3069.1,0.7524,,,,
117.8,3041.9,0.752,,,,,,,,,,,,,,117.8,3041.9,0.752,,,,
105.8,3378.2,0.7516,,,,,,,,,,,,,,105.8,3378.2,0.7516,,,,
118.3,3040,0.751,,,,,,,,,,,,,,118.3,3040,0.751,,,,
115.4,3061.9,0.751,,,,,,,,,,,,,,115.4,3061.9,0.751,,,,
107,3235.8,0.751,,,,,,,,,,,,,,107,3235.8,0.751,,,,
110.7,3110.4,0.751,,,,,,,,,,,,,,110.7,3110.4,0.751,,,,
106.6,3275.6,0.7508,,,,,,,,,,,,,,106.6,3275.6,0.7508,,,,
106.8,3246.9,0.7492,,,,,,,,,,,,,,106.8,3246.9,0.7492,,,,
106.4,3281.3,0.749,,,,,,,,,,,,,,106.4,3281.3,0.749,,,,
104.6,3729,0.7488,,,,,,,,,,,,,,104.6,3729,0.7488,,,,
109.1,3143.5,0.7488,,,,,,,,,,,,,,109.1,3143.5,0.7488,,,,
107.5,3190.5,0.7468,,,,,,,,,,,,,,107.5,3190.5,0.7468,,,,
115.4,3052.5,0.7464,,,,,,,,,,,,,,115.4,3052.5,0.7464,,,,
107.4,3191,0.7462,,,,,,,,,,,,,,107.4,3191,0.7462,,,,
106.2,3285.3,0.746,,,,,,,,,,,,,,106.2,3285.3,0.746,,,,
117.3,3036.4,0.7454,,,,,,,,,,,,,,117.3,3036.4,0.7454,,,,
104.2,3838.1,0.7452,,,,,,,,,,,,,,104.2,3838.1,0.7452,,,,
110.6,3102.2,0.745,,,,,,,,,,,,,,110.6,3102.2,0.745,,,,
104.3,3766,0.7448,,,,,,,,,,,,,,104.3,3766,0.7448,,,,
117.6,3032,0.7448,,,,,,,,,,,,,,117.6,3032,0.7448,,,,
104.1,3812.9,0.7434,,,,,,,,,,,,,,104.1,3812.9,0.7434,,,,
128.9,3002.7,0.7434,,,,,,,,,,,,,,128.9,3002.7,0.7434,,,,
109.4,3120.4,0.7434,,,,,,,,,,,,,,109.4,3120.4,0.7434,,,,
128.4,3002.1,0.7432,,,,,,,,,,,,,,128.4,3002.1,0.7432,,,,
108.4,3148.4,0.7432,,,,,,,,,,,,,,108.4,3148.4,0.7432,,,,
105.2,3382.9,0.743,,,,,,,,,,,,,,105.2,3382.9,0.743,,,,
129,3001.7,0.7428,,,,,,,,,,,,,,129,3001.7,0.7428,,,,
105,3438.2,0.7426,,,,,,,,,,,,,,105,3438.2,0.7426,,,,
115.9,3040.1,0.7426,,,,,,,,,,,,,,115.9,3040.1,0.7426,,,,
104.5,3548.8,0.7422,,,,,,,,,,,,,,104.5,3548.8,0.7422,,,,
112.9,3064.1,0.742,,,,,,,,,,,,,,112.9,3064.1,0.742,,,,
107.4,3176.5,0.7416,,,,,,,,,,,,,,107.4,3176.5,0.7416,,,,
104.9,3438.5,0.7414,,,,,,,,,,,,,,104.9,3438.5,0.7414,,,,
111.9,3074.5,0.7414,,,,,,,,,,,,,,111.9,3074.5,0.7414,,,,
105.7,3314.9,0.7412,,,,,,,,,,,,,,105.7,3314.9,0.7412,,,,
108.4,3141.9,0.7408,,,,,,,,,,,,,,108.4,3141.9,0.7408,,,,
125.7,2999.7,0.7406,,,,,,,,,,,,,,125.7,2999.7,0.7406,,,,
113.5,3056.5,0.7406,,,,,,,,,,,,,,113.5,3056.5,0.7406,,,,
118.4,3021.6,0.7402,,,,,,,,,,,,,,118.4,3021.6,0.7402,,,,
105.9,3281,0.7402,,,,,,,,,,,,,,105.9,3281,0.7402,,,,
108,3147.3,0.7402,,,,,,,,,,,,,,108,3147.3,0.7402,,,,
127.1,2998.1,0.7398,,,,,,,,,,,,,,127.1,2998.1,0.7398,,,,
106.7,3207.1,0.7394,,,,,,,,,,,,,,106.7,3207.1,0.7394,,,,
108.8,3126.7,0.7394,,,,,,,,,,,,,,108.8,3126.7,0.7394,,,,
104.8,3440.5,0.7392,,,,,,,,,,,,,,104.8,3440.5,0.7392,,,,
105.7,3306.9,0.7388,,,,,,,,,,,,,,105.7,3306.9,0.7388,,,,
111.6,3070.6,0.7384,,,,,,,,,,,,,,111.6,3070.6,0.7384,,,,
104,3649.8,0.738,,,,,,,,,,,,,,104,3649.8,0.738,,,,
107.6,3162.8,0.738,,,,,,,,,,,,,,107.6,3162.8,0.738,,,,
104.4,3487.7,0.7376,,,,,,,,,,,,,,104.4,3487.7,0.7376,,,,
115.4,3037.4,0.7376,,,,,,,,,,,,,,115.4,3037.4,0.7376,,,,
110.6,3084.3,0.7376,,,,,,,,,,,,,,110.6,3084.3,0.7376,,,,
104,3586.7,0.7374,,,,,,,,,,,,,,104,3586.7,0.7374,,,,
107.1,3176.3,0.737,,,,,,,,,,,,,,107.1,3176.3,0.737,,,,
107,3181,0.7368,,,,,,,,,,,,,,107,3181,0.7368,,,,
103.8,3654.1,0.7364,,,,,,,,,,,,,,103.8,3654.1,0.7364,,,,
112.7,3054.9,0.7354,,,,,,,,,,,,,,112.7,3054.9,0.7354,,,,
103.6,3794.8,0.7348,,,,,,,,,,,,,,103.6,3794.8,0.7348,,,,
113.8,3041.8,0.7348,,,,,,,,,,,,,,113.8,3041.8,0.7348,,,,
119.6,3007.6,0.7346,,,,,,,,,,,,,,119.6,3007.6,0.7346,,,,
106.7,3190.6,0.7344,,,,,,,,,,,,,,106.7,3190.6,0.7344,,,,
104.1,3494.6,0.7338,,,,,,,,,,,,,,104.1,3494.6,0.7338,,,,
106.5,3197.7,0.7338,,,,,,,,,,,,,,106.5,3197.7,0.7338,,,,
119.6,3004.6,0.733,,,,,,,,,,,,,,119.6,3004.6,0.733,,,,
106.9,3173.7,0.733,,,,,,,,,,,,,,106.9,3173.7,0.733,,,,
106.6,3188.1,0.7328,,,,,,,,,,,,,,106.6,3188.1,0.7328,,,,
105.7,3246.8,0.731,,,,,,,,,,,,,,105.7,3246.8,0.731,,,,
113.2,3040.1,0.7306,,,,,,,,,,,,,,113.2,3040.1,0.7306,,,,
131.7,2984.3,0.7302,,,,,,,,,,,,,,131.7,2984.3,0.7302,,,,
103.5,3724.9,0.7302,,,,,,,,,,,,,,103.5,3724.9,0.7302,,,,
106.9,3163.8,0.7302,,,,,,,,,,,,,,106.9,3163.8,0.7302,,,,
